frame tid label truncated occluded alpha l t r b w3d h3d l3d x3d y3d z3d ry rx rz truncr occupr orig_label moving model color
1 2 Car 0 1 -1.206772 290 186 392 244 1.572317 1.57791 3.721744 -8.203714 1.558808 21.51989 -1.570981 -0.004823964 0.02383661 0 0.545977 Car 1 Hatchback Blue
1 3 Car 0 1 -1.297536 350 195 491 282 1.631888 1.458973 3.823094 -3.773951 1.629103 14.20642 -1.557191 -0.005152273 0.02376783 0 0.6165322 Car 1 Hatchback Red
1 4 Car 0 1 -1.408012 471 190 537 240 1.611452 1.566089 3.422526 -3.922121 1.676074 24.666 -1.565702 -0.004949766 0.02381081 0 0.6745455 Car 1 Hybrid White
1 5 DontCare 0 2 -1.681182 675 198 742 249 1.659019 1.460483 4.041921 2.722133 1.828436 23.41499 -1.565446 -0.004955865 0.02380955 0 0.3672812 Car 1 Hatchback Grey
1 7 DontCare 0 2 -1.442478 502 192 551 227 1.606996 1.470142 4.161203 -4.238741 1.708507 32.94652 -1.57043 -0.004837096 0.02383395 0 0.2723032 Car 1 SUV Black
1 8 DontCare 0 2 -1.339415 430 191 478 220 1.529386 1.404579 3.737475 -8.461527 1.627239 36.96552 -1.564441 -0.004979783 0.02380455 0 0.3139368 Car 1 Hatchback Silver
1 13 DontCare 0 1 -1.489401 544 192 570 211 1.607382 1.358123 3.755814 -4.816425 1.800566 54.86486 -1.576963 -0.004681261 0.02386505 0 0.6659919 Car 1 Sedan4Door White
1 16 Car 0 1 -1.576476 598 191 631 221 1.683922 1.579228 3.952212 -0.3861504 1.839995 41.1563 -1.585858 -0.004468767 0.02390574 0 0.7646465 Car 1 Hybrid Silver
1 126 Car 0 1 -1.642725 659 195 690 222 1.413444 1.441238 3.410615 2.928362 1.916663 40.66908 -1.570845 -0.00482721 0.02383596 0 0.5304659 Car 1 Hatchback Blue
1 127 DontCare 0 1 -1.612384 639 193 665 216 1.535626 1.5 3.564522 2.074732 1.940245 49.76794 -1.57072 -0.004830188 0.02383536 0 0.5668896 Car 1 Hatchback Blue
1 128 DontCare 1 2 2.260202 0 156 75 217 2.082844 2.467471 6.5 -25.43809 1.185407 29.28128 1.544923 0.004210007 -0.02395265 0.5630486 0.4179235 Van 0 MCP2_Ambulance_A Blue
2 0 Car 0 1 -1.615946 701 208 817 311 1.542243 1.373864 3.558456 2.181607 1.757786 12.07128 -1.437149 -0.007699862 0.02335708 0 0.7239705 Car 1 Hybrid Silver
2 1 Car 1 1 -0.9091287 0 193 191 321 1.557512 1.423651 4.097414 -7.819013 1.505992 9.862166 -1.579482 -0.00430815 0.02421309 0.2965721 0.6416476 Car 1 Sedan4Door Black
2 2 Car 0 1 -1.202071 285 186 389 245 1.572317 1.57791 3.721744 -8.210336 1.547906 21.23267 -1.571045 -0.004512304 0.02417589 0 0.541721 Car 1 Hatchback Blue
2 3 Car 0 1 -1.294574 345 195 489 284 1.631888 1.458973 3.823094 -3.780161 1.622411 14.01425 -1.558041 -0.004826365 0.02411516 0 0.6101748 Car 1 Hatchback Red
2 4 Car 0 1 -1.407388 471 190 537 240 1.611452 1.566089 3.422526 -3.921484 1.666656 24.5628 -1.565703 -0.004641418 0.02415143 0 0.6845455 Car 1 Hybrid White
2 5 DontCare 0 2 -1.675351 675 197 742 248 1.659019 1.460483 4.041921 2.712214 1.821818 23.4032 -1.559974 -0.004779721 0.02412445 0 0.3898156 Car 1 Hatchback Grey
2 7 DontCare 0 2 -1.439323 502 192 551 227 1.606996 1.470142 4.161203 -4.246432 1.696296 32.86159 -1.567833 -0.004589947 0.02416126 0 0.2717201 Car 1 SUV Black
2 8 DontCare 0 2 -1.337548 428 191 477 220 1.529386 1.404579 3.737475 -8.457937 1.611466 36.62468 -1.564505 -0.004670355 0.02414586 0 0.3286418 Car 0 Hatchback Silver
2 13 DontCare 0 1 -1.489093 544 192 570 211 1.607382 1.358123 3.755814 -4.824133 1.781176 54.73872 -1.576996 -0.004368323 0.02420231 0 0.6639676 Car 1 Sedan4Door White
2 16 Car 0 1 -1.576157 598 191 631 220 1.683922 1.579228 3.952212 -0.3938465 1.828214 41.44081 -1.58566 -0.004158438 0.02423925 0 0.784744 Car 1 Hybrid Silver
2 126 Car 0 1 -1.642287 658 195 689 222 1.413444 1.441238 3.410615 2.929365 1.906089 40.89202 -1.570772 -0.004518903 0.02417465 0 0.5340502 Car 1 Hatchback Blue
2 127 DontCare 0 1 -1.611923 639 193 664 216 1.535626 1.5 3.564522 2.076723 1.927229 50.13355 -1.570523 -0.004524941 0.02417352 0 0.6034783 Car 1 Hatchback Blue
2 128 DontCare 2 2 2.265983 0 155 69 217 2.082844 2.467471 6.5 -25.43287 1.166318 28.94519 1.545086 0.003895244 -0.02428292 0.6177721 0.4247312 Van 0 MCP2_Ambulance_A Blue
3 0 Car 0 1 -1.624239 705 208 820 311 1.542243 1.373864 3.558456 2.215968 1.762397 12.03036 -1.442083 -0.007911682 0.02334332 0 0.7358379 Car 1 Hybrid Silver
3 1 Car 1 1 -0.8991199 0 193 184 322 1.557512 1.423651 4.097414 -7.816661 1.508395 9.657484 -1.57956 -0.004637422 0.02420729 0.3547324 0.6332996 Car 1 Sedan4Door Black
3 2 Car 0 1 -1.197253 280 186 386 246 1.572317 1.57791 3.721744 -8.217286 1.553451 20.94526 -1.571123 -0.004841522 0.0241673 0 0.536478 Car 1 Hatchback Blue
3 3 Car 0 1 -1.291512 341 195 487 285 1.631888 1.458973 3.823094 -3.786558 1.626 13.82193 -1.558905 -0.005136485 0.02410634 0 0.61621 Car 1 Hatchback Red
3 4 Car 0 1 -1.406758 470 190 536 240 1.611452 1.566089 3.422526 -3.921126 1.674333 24.45929 -1.565718 -0.004972098 0.02414078 0 0.7033333 Car 1 Hybrid White
3 5 DontCare 0 2 -1.669593 675 198 741 249 1.659019 1.460483 4.041921 2.703773 1.829284 23.39158 -1.554517 -0.005242237 0.02408358 0 0.4197861 Car 1 Hatchback Grey
3 7 DontCare 0 2 -1.436166 501 192 551 227 1.606996 1.470142 4.161203 -4.254505 1.706608 32.77625 -1.565249 -0.004983427 0.02413844 0 0.2651429 Car 1 SUV Black
3 8 DontCare 0 2 -1.335645 427 191 476 221 1.529386 1.404579 3.737475 -8.454844 1.622091 36.28345 -1.564582 -0.004999519 0.02413512 0 0.3435374 Car 0 Hatchback Silver
3 13 DontCare 0 1 -1.488786 543 192 570 211 1.607382 1.358123 3.755814 -4.832453 1.798529 54.61191 -1.577043 -0.004698331 0.02419554 0 0.6432749 Car 1 Sedan4Door White
3 16 Car 0 1 -1.575844 598 191 631 220 1.683922 1.579228 3.952212 -0.4019489 1.843122 41.72476 -1.585477 -0.004494065 0.0242343 0 0.7763845 Car 1 Hybrid Silver
3 126 Car 0 1 -1.641859 658 195 689 222 1.413444 1.441238 3.410615 2.930031 1.920698 41.11433 -1.570713 -0.004851424 0.02416532 0 0.5364397 Car 1 Hatchback Blue
3 127 DontCare 0 1 -1.611471 639 193 664 216 1.535626 1.5 3.564522 2.078281 1.945618 50.49842 -1.570339 -0.004860481 0.0241635 0 0.586087 Car 1 Hatchback Blue
3 128 DontCare 2 1 2.271817 0 155 63 217 2.082844 2.467471 6.5 -25.43684 1.174379 28.6033 1.544946 0.004223062 -0.02428299 0.6799212 0.4365079 Van 0 MCP2_Ambulance_A Blue
4 0 Car 0 1 -1.632553 708 208 824 312 1.542243 1.373864 3.558456 2.250432 1.764202 11.98952 -1.447011 -0.007901043 0.02325011 0 0.7292772 Car 1 Hybrid Silver
4 1 Car 1 1 -0.8887877 0 193 176 322 1.557512 1.423651 4.097414 -7.814957 1.509495 9.452556 -1.579632 -0.004756732 0.02409067 0.4054464 0.6217847 Car 1 Sedan4Door Black
4 2 Car 0 1 -1.192318 274 186 383 247 1.572317 1.57791 3.721744 -8.224127 1.555339 20.6579 -1.571195 -0.004959844 0.02404969 0 0.5286509 Car 1 Hatchback Blue
4 3 Car 0 1 -1.288349 336 195 485 287 1.631888 1.458973 3.823094 -3.792872 1.626995 13.62965 -1.559762 -0.005234513 0.02399141 0 0.612635 Car 1 Hatchback Red
4 4 Car 0 1 -1.406075 469 190 536 240 1.611452 1.566089 3.422526 -3.923381 1.677227 24.3694 -1.565701 -0.005091928 0.02402207 0 0.7044776 Car 1 Hybrid White
4 5 Car 0 1 -1.677898 674 198 742 249 1.659019 1.460483 4.041921 2.700047 1.83159 23.37383 -1.562892 -0.005159402 0.02400767 0 0.4362745 Car 1 Hatchback Grey
4 7 DontCare 0 2 -1.433008 500 192 550 227 1.606996 1.470142 4.161203 -4.26237 1.710428 32.69104 -1.56266 -0.005164972 0.02400647 0 0.2754286 Car 1 SUV Black
4 8 DontCare 0 2 -1.333708 425 191 475 221 1.529386 1.404579 3.737475 -8.451536 1.625824 35.94233 -1.564654 -0.005117072 0.02401673 0 0.3566667 Car 1 Hatchback Silver
4 13 DontCare 0 1 -1.488479 543 192 570 211 1.607382 1.358123 3.755814 -4.84041 1.80483 54.4853 -1.577085 -0.004818087 0.02407848 0 0.6296296 Car 1 Sedan4Door White
4 16 Car 0 1 -1.575534 598 191 631 220 1.683922 1.579228 3.952212 -0.4097557 1.849398 42.00888 -1.585288 -0.004620382 0.02411719 0 0.7711599 Car 1 Hybrid Silver
4 126 Car 0 1 -1.641437 658 195 688 222 1.413444 1.441238 3.410615 2.931004 1.926412 41.33685 -1.57065 -0.004972966 0.02404698 0 0.5493827 Car 1 Hatchback Blue
4 127 DontCare 0 1 -1.611023 639 193 664 215 1.535626 1.5 3.564522 2.080202 1.953291 50.86352 -1.570149 -0.004985016 0.02404448 0 0.6127273 Car 1 Hatchback Blue
4 128 DontCare 2 1 2.278284 0 156 57 217 2.082844 2.467471 6.5 -25.4385 1.17893 28.23266 1.544899 0.004344953 -0.02416832 0.7418452 0.4581536 Van 0 MCP2_Ambulance_A Blue
5 0 Car 0 1 -1.640885 710 208 828 312 1.542243 1.373864 3.558456 2.285069 1.76031 11.94885 -1.451929 -0.007427922 0.02310294 0 0.7261245 Car 1 Hybrid Silver
5 1 Car 1 1 -0.8782492 0 193 168 322 1.557512 1.423651 4.097414 -7.812305 1.507215 9.247969 -1.579693 -0.004423182 0.02386104 0.4547186 0.6046973 Car 1 Sedan4Door Black
5 2 Car 0 1 -1.187263 269 186 379 247 1.572317 1.57791 3.721744 -8.230751 1.548803 20.37066 -1.571255 -0.004624383 0.02382287 0 0.5406855 Car 1 Hatchback Blue
5 3 Car 0 1 -1.28508 331 195 483 288 1.631888 1.458973 3.823094 -3.799032 1.622253 13.43748 -1.560609 -0.004877788 0.02377229 0 0.6158744 Car 1 Hatchback Red
5 4 Car 0 1 -1.405387 469 190 536 240 1.611452 1.566089 3.422526 -3.925341 1.669502 24.27974 -1.565672 -0.00475735 0.02379669 0 0.7197015 Car 1 Hybrid White
5 5 Car 0 1 -1.686153 674 197 742 248 1.659019 1.460483 4.041921 2.695418 1.822963 23.35593 -1.571255 -0.004624383 0.02382287 0 0.4602076 Car 1 Hatchback Grey
5 7 DontCare 0 2 -1.429848 500 192 550 227 1.606996 1.470142 4.161203 -4.269835 1.69989 32.60611 -1.560059 -0.004890863 0.02376961 0 0.2697143 Car 1 SUV Black
5 8 DontCare 0 2 -1.331735 423 191 473 221 1.529386 1.404579 3.737475 -8.447818 1.614232 35.60147 -1.564715 -0.004780118 0.02379212 0 0.3766667 Car 1 Hatchback Silver
5 13 DontCare 0 1 -1.488172 543 192 569 211 1.607382 1.358123 3.755814 -4.847698 1.786955 54.35918 -1.577115 -0.004484677 0.02384956 0 0.6801619 Car 1 Sedan4Door White
5 16 Car 0 1 -1.575226 598 191 630 220 1.683922 1.579228 3.952212 -0.4170303 1.836589 42.29343 -1.585086 -0.004294402 0.02388455 0 0.7726293 Car 1 Hybrid Silver
5 126 Car 0 1 -1.641018 658 195 688 221 1.413444 1.441238 3.410615 2.932529 1.912993 41.55983 -1.570573 -0.004640634 0.02381971 0 0.5487179 Car 1 Hatchback Blue
5 127 DontCare 0 1 -1.610581 639 193 664 215 1.535626 1.5 3.564522 2.082798 1.937569 51.22917 -1.569947 -0.004655542 0.0238168 0 0.5963636 Car 1 Hatchback Blue
5 128 DontCare 2 1 2.28419 0 155 50 217 2.082844 2.467471 6.5 -25.44672 1.173491 27.89275 1.544617 0.00401008 -0.02393392 0.7994715 0.4619355 Van 0 MCP2_Ambulance_A Blue
6 0 Car 0 1 -1.646741 712 208 831 312 1.542243 1.373864 3.558456 2.323376 1.76335 11.95201 -1.454744 -0.007553121 0.02291631 0 0.7237395 Car 1 Hybrid Silver
6 1 Car 1 1 -0.8669996 0 193 160 322 1.557512 1.423651 4.097414 -7.809722 1.509673 9.040344 -1.579494 -0.004642561 0.023678 0.5116383 0.5825581 Car 1 Sedan4Door Black
6 2 Car 0 1 -1.17994 263 186 376 248 1.572317 1.57791 3.721744 -8.225403 1.553406 20.08746 -1.568591 -0.004900473 0.02362598 0 0.5391093 Car 1 Hatchback Blue
6 3 Car 0 1 -1.282842 327 195 482 290 1.631888 1.458973 3.823094 -3.796858 1.62511 13.28241 -1.561272 -0.005073289 0.02358948 0 0.605365 Car 1 Hatchback Red
6 4 Car 0 1 -1.404693 468 190 535 241 1.611452 1.566089 3.422526 -3.927648 1.674901 24.1898 -1.565656 -0.004969817 0.0236115 0 0.7129061 Car 1 Hybrid White
6 5 Car 0 1 -1.685836 674 198 742 249 1.659019 1.460483 4.041921 2.69344 1.827425 23.3632 -1.571057 -0.0048422 0.02363799 0 0.4809689 Car 1 Hatchback Grey
6 7 DontCare 0 2 -1.426683 499 192 550 227 1.606996 1.470142 4.161203 -4.277762 1.707016 32.52084 -1.557471 -0.005162932 0.02357003 0 0.2711485 Car 1 SUV Black
6 8 DontCare 0 2 -1.330846 422 191 473 222 1.529386 1.404579 3.737475 -8.431312 1.622765 35.39698 -1.564681 -0.004992829 0.02360664 0 0.3776091 Car 1 Hatchback Silver
6 13 DontCare 0 1 -1.487861 543 192 569 212 1.607382 1.358123 3.755814 -4.855764 1.798618 54.23248 -1.577159 -0.004697837 0.0236671 0 0.6230769 Car 1 Sedan4Door White
6 16 Car 0 1 -1.574919 598 191 630 220 1.683922 1.579228 3.952212 -0.4249134 1.846861 42.57747 -1.584899 -0.004514492 0.02370275 0 0.7640086 Car 1 Hybrid Silver
6 126 Car 0 1 -1.640604 658 195 688 221 1.413444 1.441238 3.410615 2.933451 1.922402 41.78226 -1.570511 -0.004855108 0.02363534 0 0.5474359 Car 1 Hatchback Blue
6 127 DontCare 0 1 -1.610144 639 193 663 215 1.535626 1.5 3.564522 2.084646 1.949907 51.59417 -1.569761 -0.004872832 0.0236317 0 0.6117424 Car 1 Hatchback Blue
6 128 DontCare 2 1 2.290161 0 156 44 217 2.082844 2.467471 6.5 -25.45132 1.182389 27.55949 1.54451 0.004225333 -0.02375599 0.849685 0.4880775 Van 0 MCP2_Ambulance_A Blue
7 0 Car 0 1 -1.652585 714 209 834 313 1.542243 1.373864 3.558456 2.36152 1.768864 11.95512 -1.457563 -0.007855127 0.02307191 0 0.7231571 Car 1 Hybrid Silver
7 1 Car 1 1 -0.8554535 0 194 151 322 1.557512 1.423651 4.097414 -7.807184 1.510452 8.832701 -1.579299 -0.00499478 0.02385502 0.5641604 0.5721233 Car 1 Sedan4Door Black
7 2 Car 0 1 -1.172505 258 186 373 249 1.572317 1.57791 3.721744 -8.220086 1.557643 19.80424 -1.565932 -0.005313258 0.02378612 0 0.542167 Car 1 Hatchback Blue
7 3 Car 0 1 -1.28054 323 196 480 291 1.631888 1.458973 3.823094 -3.794744 1.628336 13.12732 -1.561941 -0.005408154 0.02376472 0 0.6174321 Car 1 Hatchback Red
7 4 Car 0 1 -1.403992 467 190 535 241 1.611452 1.566089 3.422526 -3.930113 1.682142 24.09982 -1.565645 -0.005320079 0.02378459 0 0.7148212 Car 1 Hybrid White
7 5 Car 0 1 -1.685511 674 198 742 249 1.659019 1.460483 4.041921 2.69117 1.836046 23.37036 -1.570863 -0.005195894 0.02381203 0 0.4976932 Car 1 Hatchback Grey
7 7 DontCare 0 2 -1.423514 499 192 550 228 1.606996 1.470142 4.161203 -4.285904 1.716993 32.43549 -1.554889 -0.005575645 0.023726 0 0.2696078 Car 1 SUV Black
7 8 DontCare 0 2 -1.329947 421 191 472 222 1.529386 1.404579 3.737475 -8.414961 1.632982 35.19242 -1.564653 -0.005343675 0.02377931 0 0.3927894 Car 1 Hatchback Silver
7 13 DontCare 0 1 -1.487546 542 193 569 212 1.607382 1.358123 3.755814 -4.86421 1.81585 54.10564 -1.577207 -0.005044695 0.02384452 0 0.6335283 Car 1 Sedan4Door White
7 16 Car 0 1 -1.57461 598 191 630 220 1.683922 1.579228 3.952212 -0.4331532 1.862941 42.86138 -1.584716 -0.004865472 0.02388172 0 0.7618534 Car 1 Hybrid Silver
7 126 Car 0 1 -1.640189 658 195 687 221 1.413444 1.441238 3.410615 2.933941 1.938679 42.00452 -1.570454 -0.005205628 0.0238099 0 0.5649867 Car 1 Hatchback Blue
7 127 DontCare 0 1 -1.609704 638 193 663 215 1.535626 1.5 3.564522 2.085999 1.970223 51.95899 -1.569578 -0.005226475 0.02380534 0 0.5745455 Car 1 Hatchback Blue
7 128 DontCare 2 1 2.296726 0 156 37 217 2.082844 2.467471 6.5 -25.44679 1.185827 27.20457 1.544701 0.004574277 -0.02393919 0.8956867 0.5046522 Van 0 MCP2_Ambulance_A Blue
8 0 Car 0 1 -1.658418 716 208 837 312 1.542243 1.373864 3.558456 2.399811 1.766728 11.95847 -1.46037 -0.007509523 0.02341077 0 0.7199619 Car 1 Hybrid Silver
8 1 DontCare 2 1 -0.8435788 0 193 142 322 1.557512 1.423651 4.097414 -7.80469 1.504514 8.62499 -1.57909 -0.004683368 0.02413539 0.6188277 0.550333 Car 1 Sedan4Door Black
8 2 Car 0 1 -1.164953 252 185 371 250 1.572317 1.57791 3.721744 -8.214455 1.54785 19.52119 -1.563258 -0.005064957 0.02405821 0 0.5261797 Car 1 Hatchback Blue
8 3 Car 0 1 -1.278175 319 195 479 293 1.631888 1.458973 3.823094 -3.792427 1.622443 12.97239 -1.562595 -0.005080907 0.02405485 0 0.6039541 Car 1 Hatchback Red
8 4 Car 0 1 -1.403286 466 190 535 241 1.611452 1.566089 3.422526 -3.932226 1.672976 24.01015 -1.565619 -0.005008123 0.02407011 0 0.7127025 Car 1 Hybrid White
8 5 Car 0 1 -1.685182 673 198 742 249 1.659019 1.460483 4.041921 2.689201 1.82947 23.37798 -1.570654 -0.004886858 0.02409502 0 0.5098039 Car 1 Hatchback Grey
8 7 DontCare 0 2 -1.420342 498 192 549 227 1.606996 1.470142 4.161203 -4.293577 1.704997 32.35056 -1.552292 -0.00532852 0.02400123 0 0.2789916 Car 1 SUV Black
8 8 DontCare 0 2 -1.327944 420 191 471 222 1.529386 1.404579 3.737475 -8.417146 1.618304 34.94874 -1.564286 -0.005040223 0.0240634 0 0.4079696 Car 1 Hatchback Silver
8 13 DontCare 0 1 -1.487167 542 192 569 212 1.607382 1.358123 3.755814 -4.856956 1.797234 54.01851 -1.576839 -0.004737698 0.02412478 0 0.6166667 Car 1 Sedan4Door White
8 16 Car 0 1 -1.574302 598 191 630 219 1.683922 1.579228 3.952212 -0.4408035 1.85057 43.1459 -1.584519 -0.004552257 0.02416045 0 0.7734375 Car 1 Hybrid Silver
8 126 Car 0 1 -1.639773 657 195 687 221 1.413444 1.441238 3.410615 2.934986 1.927444 42.22748 -1.570381 -0.004893433 0.02409368 0 0.5525641 Car 1 Hatchback Blue
8 127 DontCare 0 1 -1.609265 638 193 663 215 1.535626 1.5 3.564522 2.088051 1.956341 52.32462 -1.56938 -0.004917545 0.02408877 0 0.5836364 Car 1 Hatchback Blue
8 128 DontCare 2 1 2.30271 0 155 31 217 2.082844 2.467471 6.5 -25.4381 1.168733 26.8898 1.545047 0.004261301 -0.02421346 0.9276497 0.4859521 Van 0 MCP2_Ambulance_A Blue
9 0 Car 0 1 -1.664245 717 208 840 313 1.542243 1.373864 3.558456 2.437968 1.768558 11.96171 -1.463184 -0.007478562 0.02382935 0 0.7066202 Car 1 Hybrid Silver
9 1 DontCare 2 1 -0.8313327 0 193 133 321 1.557512 1.423651 4.097414 -7.802938 1.500375 8.417019 -1.578889 -0.004677038 0.02453336 0.6700042 0.5341283 Car 1 Sedan4Door Black
9 2 Car 0 1 -1.157279 246 185 367 251 1.572317 1.57791 3.721744 -8.208961 1.543185 19.23808 -1.560591 -0.005125216 0.02444368 0 0.5318057 Car 1 Hatchback Blue
9 3 Car 0 1 -1.275741 315 195 477 294 1.631888 1.458973 3.823094 -3.790217 1.62014 12.81738 -1.563257 -0.005060039 0.02445726 0 0.60843 Car 1 Hatchback Red
9 4 Car 0 1 -1.402495 466 190 534 241 1.611452 1.566089 3.422526 -3.928739 1.670891 23.92288 -1.565267 -0.005010847 0.02446738 0 0.7324106 Car 1 Hybrid White
9 5 Car 0 1 -1.684851 673 198 742 249 1.659019 1.460483 4.041921 2.686982 1.830355 23.38539 -1.570453 -0.004883884 0.02449303 0 0.5240125 Car 1 Hatchback Grey
9 7 DontCare 0 2 -1.417166 497 192 549 227 1.606996 1.470142 4.161203 -4.301538 1.702432 32.26543 -1.549702 -0.005391144 0.02438642 0 0.2686813 Car 1 SUV Black
9 8 DontCare 0 2 -1.325919 418 191 470 222 1.529386 1.404579 3.737475 -8.419612 1.613433 34.7049 -1.563926 -0.005043653 0.02446064 0 0.4131514 Car 1 Hatchback Silver
9 13 DontCare 0 1 -1.486788 542 192 569 212 1.607382 1.358123 3.755814 -4.850197 1.79462 53.93106 -1.57648 -0.004736143 0.02452203 0 0.6222222 Car 1 Sedan4Door White
9 16 Car 0 1 -1.573994 598 191 629 219 1.683922 1.579228 3.952212 -0.4488583 1.851255 43.43015 -1.584329 -0.004543499 0.02455845 0 0.7926267 Car 1 Hybrid Silver
9 126 Car 0 1 -1.63936 657 195 687 221 1.413444 1.441238 3.410615 2.935598 1.929396 42.45012 -1.570316 -0.004887239 0.02449236 0 0.5589744 Car 1 Hatchback Blue
9 127 DontCare 0 1 -1.608828 638 193 662 214 1.535626 1.5 3.564522 2.08959 1.958593 52.68987 -1.56919 -0.004914813 0.02448685 0 0.6269841 Car 1 Hatchback Blue
9 128 DontCare 2 1 2.309286 0 155 25 217 2.082844 2.467471 6.5 -25.42648 1.156997 26.54791 1.545461 0.004253265 -0.02461036 0.9569258 0.4374194 Van 0 MCP2_Ambulance_A Blue
10 0 Car 0 1 -1.670076 719 209 843 313 1.542243 1.373864 3.558456 2.476286 1.76961 11.96494 -1.465995 -0.007424043 0.02380673 0 0.7117711 Car 1 Hybrid Silver
10 1 DontCare 2 1 -0.8187447 0 193 123 321 1.557512 1.423651 4.097414 -7.801351 1.499865 8.209007 -1.578686 -0.004699344 0.02449055 0.7254821 0.5117505 Car 1 Sedan4Door Black
10 2 Car 0 1 -1.149473 240 185 364 252 1.572317 1.57791 3.721744 -8.203501 1.542604 18.95494 -1.557923 -0.005206889 0.0243877 0 0.5311748 Car 1 Hatchback Blue
10 3 Car 0 1 -1.273237 311 195 476 295 1.631888 1.458973 3.823094 -3.787985 1.619812 12.66237 -1.563917 -0.005060608 0.02441848 0 0.6096364 Car 1 Hatchback Red
10 4 Car 0 1 -1.401703 465 190 534 241 1.611452 1.566089 3.422526 -3.925148 1.671122 23.83559 -1.564915 -0.005036232 0.02442351 0 0.7277636 Car 1 Hybrid White
10 5 Car 0 1 -1.684529 673 198 742 249 1.659019 1.460483 4.041921 2.685037 1.830627 23.39279 -1.570249 -0.004905852 0.02445003 0 0.5368002 Car 1 Hatchback Grey
10 7 DontCare 0 2 -1.41399 497 192 549 228 1.606996 1.470142 4.161203 -4.309351 1.702552 32.18029 -1.54711 -0.005470329 0.02432998 0 0.2628205 Car 1 SUV Black
10 8 DontCare 0 2 -1.323871 416 191 469 222 1.529386 1.404579 3.737475 -8.422013 1.613123 34.46101 -1.563565 -0.005069199 0.02441669 0 0.4217894 Car 1 Hatchback Silver
10 13 DontCare 0 1 -1.486411 542 192 569 212 1.607382 1.358123 3.755814 -4.843147 1.795484 53.84358 -1.576118 -0.004762238 0.0244784 0 0.6240741 Car 1 Sedan4Door White
10 16 Car 0 1 -1.573692 598 191 629 219 1.683922 1.579228 3.952212 -0.4566174 1.853212 43.71437 -1.584137 -0.004565761 0.0245158 0 0.7730415 Car 1 Hybrid Silver
10 126 Car 0 1 -1.638958 657 195 686 221 1.413444 1.441238 3.410615 2.936607 1.931107 42.67274 -1.570249 -0.004905852 0.02445003 0 0.5729443 Car 1 Hatchback Blue
